country,n_obs,n_features,condition_number,ardl_dw,glsar_dw,ridge_dw,ardl_aic,glsar_rsquared,ridge_alpha
VN,216,27,3.8481232962601446,2.3496609662619448,0.030698477103684178,0.41250589391469916,87.03383755005339,0.2656581139867149,20.43359717856944
