model,term,coef,std_err,p_value,ci_lower,ci_upper
ardl,imports_roll4_std.L1,-0.023132513872572258,0.08498160389002646,0.7861921162076471,,
ardl,imports_roll4_std.L2,-0.024717957778438604,0.043742702458264345,0.5736647079730378,,
ardl,imports_roll4_std.L3,0.05654669932556522,0.03418542925819905,0.10217497580067482,,
ardl,imports_roll4_std.L4,-0.0894441928707232,0.03762839203871001,0.01993543697295129,,
ardl,renewable_energy_lag1.L0,-4.401753364075854,2.289582504533901,0.05823966665332909,,
ardl,renewable_energy_lag1.L1,3.136139712488994,2.5996853025315243,0.23137463191309732,,
ardl,renewable_energy_lag1.L2,-0.5661965455094098,2.4109503749624057,0.8149534280289713,,
ardl,renewable_energy_lag1.L3,7.059329734179244,5.199755799065839,0.17854758051032557,,
ardl,renewable_energy_lag1.L4,-15.934865888743285,5.930262164981032,0.008828846802138706,,
ardl,population_density_lag2.L0,-0.0058248030700179775,0.08238945980249461,0.9438210922082841,,
ardl,population_density_lag2.L1,0.02330479587638508,0.08837510324859346,0.7927130887452978,,
ardl,population_density_lag2.L2,-0.11792675599662213,0.09697266771014242,0.22766847456690908,,
ardl,population_density_lag2.L3,-0.0012782120179881534,0.10100374407340462,0.9899356962597363,,
ardl,population_density_lag2.L4,0.09618971922663522,0.09812840433643828,0.3300359014909376,,
ardl,imports_lag1.L0,-0.005484830471775642,0.0278083110141777,0.8441617222797612,,
ardl,imports_lag1.L1,-0.0034256115140763876,0.033630242385785006,0.9191317657764017,,
ardl,imports_lag1.L2,0.012857616715803849,0.016433117033560866,0.4363667562737611,,
ardl,imports_lag1.L3,-0.03069249339276657,0.015984754015202596,0.05854739356308175,,
ardl,imports_lag1.L4,0.02783540582538971,0.035292239630505734,0.43270214372078486,,
ardl,imports_lag3.L0,0.012857616715713283,0.01643311703357032,0.4363667562772423,,
ardl,imports_lag3.L1,-0.030692493392757175,0.015984754015219357,0.058547393563415547,,
ardl,imports_lag3.L2,0.027835405825480414,0.03529223963048973,0.43270214371908355,,
