country,n_obs,n_features,condition_number,ardl_dw,glsar_dw,ridge_dw,ardl_aic,glsar_rsquared,ridge_alpha
US,216,30,6.8073117863077215,2.1106796936558037,0.11367605018964713,0.2625111494593774,349.83627900921203,0.33370649482756143,67.23357536499334
