country,n_obs,n_features,condition_number,ardl_dw,glsar_dw,ridge_dw,ardl_aic,glsar_rsquared,ridge_alpha
CN,216,30,7.488872838641265,2.133499733625013,0.06507949184255517,0.3533375596008885,582.8654447810811,0.10211718977644502,45.2035365636025
